pre_village,hhs,total_population,beans_kgs_hh_seed,ground_nuts_kgs_hh_seed,maize_kgs_hh_seed,rice_kgs_hh_seed,onions_bags_hh_seed,soya_bean_kgs_hh_seed,field_peas_kgs_hh_seed,irish_potatoes_bags_hh_seed,millet_kgs_hh_seed,sweet_potatoes_bags_hh_seed,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Byumba,166,831,3.984,3.984,3.984,0,0,0,0,0,0,0,0.008695652,0,0,0.017391304,0.004347826,0.360869565,0.360869565,0.017391304,0.017391304,0,0.017391304,0.017391304,0.089712757,0.089712757,0.089712757,0,0.089712757,0.089712757,0,0,0.017391304,0.086956522,0.086956522,0,0.017391304,0,1478.5,47,1.183,35,488,,10,,1300,60,,7.5,,104,37.5,,802.0083334
Ibarya,87,435,4,3,3,0,0,0,0,0,0,0,0.022988506,0,0,0.045977011,0.011494253,0.5,0.5,0.045977011,0.045977011,0.045977011,0.045977011,0.045977011,0.172711572,0.172711572,0.172711572,0,0.172711572,0,0,0,0,0,0.252873563,0,0.045977011,0,1325.5833333333333,48.166666666666664,0.8916666666666666,52.5,333.75,,11,,1300,,,10,,41,51.833333333333336,,762.4864864590909
Iterero,79,401,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.050632911,0.050632911,0.050632911,0.050632911,0.050632911,0.224719101,0.187265918,0,0.187265918,0,0.050632911,0,0,0,0,0,0.075949367,0,0,1286.7,47.25,0.875,26.666666666666668,142.14285714285714,4.5,,,200,,,4.333333333333333,130,45.55555555555556,25,,724.4769143958333
Kababagi,102,505,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.039215686,0.039215686,0,0.039215686,0.039215686,0.224719101,0.187265918,0,0.187265918,0,0.039215686,0,0,0,0,0,0.058823529,0,0,883.6083333333332,49,0.6458333333333334,35,123.5,,,,90,,,,,61.36363636363637,50,,680.7273998034483
Kabaranga,77,383,4,0,0,0,0,4,0,0,0,0,0.025974026,0,0,0.051948052,0,0,0,0.051948052,0.051948052,0.051948052,0.051948052,0.051948052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.90909090909091,1.05,91.09090909,110.18181818181819,,4.25,,78.57142857142857,,,6.85,,160,231.66666666666666,,697.0231727652174
Kabingo,86,421,4,3,0,0,0,4,0,0,0,0,20,0,0,0.5,0,0,0,0,0,0,0.046511628,0.046511628,0.140350877,0.140350877,0.140350877,0,0.140350877,0,0,0,0.023255814,0,0.187134503,0,0.023255814,0,1245.9727272727273,51.45454545454545,0.6590909090909091,53.63636363636363,141.44444444444446,,2.5,,106,,,18.166666666666668,,75,80,,631.7749156
Kabirizi,59,292,3.9825,3.9825,3.9825,0,0,0,0,0,0,0,0.025,0,0,0.05,0.0125,0.36875,0.36875,0.05,0.05,0,0.05,0.05,0.091671846,0.091671846,0.091671846,0,0.091671846,0.091671846,0,0,0.05,0.1,0.1,0,0.05,0,1475,54.916666666666664,1.681,80,345,,2,,1300,,,3,,73.66666666666667,150,,771.8716216608696
Kacence,84.5,418.5,4,3.5,0,0,0,2,0,0,0,0,10,0,0,0.25,0,0.25,0.25,0.037735849,0.037735849,0,0.054977229,0.054977229,0.182534989,0.163808398,0.070175439,0.093632959,0.070175439,0.037735849,0,0,0.00862069,0,0.093567252,0.056603774,0.00862069,0,878.3125,50.875,1.3017708333333333,44.166666666666664,145.15,6,7.5,70,58.2,,135,10.333333333333334,,140.52173913043478,178.7,,790.0639419902438
Kacerere,182,909,4.006821705,4.006821705,4.006821705,0,0,0,0,0,0,0,0.007751938,0,0,0.015503876,0.003875969,0.352713178,0.352713178,0.015503876,0.015503876,0,0.015503876,0.015503876,0.087685066,0.087685066,0.087685066,0,0.087685066,0.087685066,0,0,0.015503876,0.085271318,0.085271318,0,0.015503876,0,1502,50.083333333333336,1.175,56.666666666666664,426.22222222222223,,,,1300,,,17,,44.333333333333336,15,,942.008446
Kafunjo,89,435,4,4,2,0,0,0,0,0,0,0,0.02247191,0,0,0.04494382,0.02247191,0.5,0.5,0.02247191,0.04494382,0,0.04494382,0.04494382,0.166865316,0.166865316,0.166865316,0,0.166865316,0.119189511,0,0,0.04494382,0.112359551,0.157303371,0,0.04494382,0,0,40.7,1.4060000000000001,48.5,66.4,20.75,,,,,,3,,30,113.33333333333333,,966.6413288583334
Kagaana,92,477,3.986666667,0,3.986666667,0,0,0,3.986666667,0,0,0,0.015151515,0,0,0.03030303,0,0.348484848,0.348484848,0.090909091,0.363636364,0,0.121212121,0.121212121,0.113420618,0.113420618,0.113420618,0,0.113420618,0.113420618,0,0,0.03030303,0,0.113420618,0,0,0.226841236,1986.8500000000001,39.083333333333336,1.39,58.75,152.25,4,,150,,,,3.6666666666666665,,4,,,659.3233591357142
Kagorogoro,99,490,4,0,0,0,0,4,0,0,0,0,0.02020202,0,0,0.04040404,0,0,0,0.04040404,0.04040404,0.04040404,0.04040404,0.04040404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,1.403,20.7,101.25,,,90,,,,,,93.625,35,,719.2608695173913
Kagyeyo,116,587,0.759272727,0.759272727,0,0,0,0.759272727,0,0,0,0,0.012121212,0,0,0.024242424,0,0.351515152,0.351515152,0,0.024242424,0,0.024242424,0.024242424,0.091659753,0.091659753,0.091659753,0,0.091659753,0.091659753,0,0,0.024242424,0,0.091659753,0,0,0,0,48.833333333333336,1.0374999999999999,38.333333333333336,120,,2.5,,40,,,13,,129,25,,854.0253378458333
Kahama,68,334,4,0,0,0,0,4,0,0,0,0,0.029411765,0,0,0.058823529,0,0,0,0.058823529,0.058823529,0.058823529,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865.5099999999998,42.7,1.61,16.9,136.2,,,,,,,,,61.5,2,,881.8507637565218
Kahara,97,482,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.041237113,0.041237113,0,0.041237113,0.041237113,0.224719101,0.187265918,0,0.187265918,0,0.041237113,0,0,0,0,0,0.06185567,0,0,1879.1363636363637,56,2.1295454545454544,47.09090909090909,127,,,,,,,2,,69.88888888888889,160,,758.2082309136364
Kairabwa,132,650,4,4,2,0,0,0,0,0,0,0,0.015151515,0,0,0.03030303,0.015151515,0.5,0.5,0.015151515,0.03030303,0.015151515,0.03030303,0.03030303,0.166865316,0.166865316,0.166865316,0,0.166865316,0.119189511,0,0,0.03030303,0.121212121,0.166666667,0,0.03030303,0,590.9166666666666,46.916666666666664,0.975,47.083333333333336,72.14285714285714,,2,,,,,2.3333333333333335,,36.333333333333336,9.8,,587.1371371555556
Kakarisa,130,669,4.008938547,0,4.008938547,0,0,0,4.008938547,0,0,0,0.011173184,0,0,0.022346369,0,0.363128492,0.363128492,0.067039106,0.268156425,0,0.089385475,0.089385475,0.118186653,0.118186653,0.118186653,0,0.118186653,0.118186653,0,0,0.022346369,0,0.118186653,0,0,0.236373306,1905.55,53.833333333333336,1.3455000000000001,88.33333333333333,153.11111111111111,9.2,,,,,,7.857142857142857,,23.333333333333332,,,695.7567567054546
Kakimba,53,263,4,4,3,0,0,0,0,0,0,0,0.037735849,0,0,0.075471698,0.037735849,0.5,0.5,0.037735849,0.075471698,0,0.075471698,0.075471698,0.120378332,0.120378332,0.120378332,0,0.120378332,0.120378332,0,0,0.075471698,0,0.113207547,0,0.075471698,0,1157.909090909091,51.09090909090909,1.0738636363636365,34.09090909090909,51.333333333333336,,,,,,,7,,53.333333333333336,162.44444444444446,,570.6708108
Kakyeza,77,370,0.76293578,0.76293578,0.508623853,0,0,0,0,0,0,0,0.018348624,0,0,0.036697248,0,0.353211009,0.353211009,0.036697248,0.036697248,0,0.036697248,0.036697248,0.109039782,0.109039782,0.109039782,0,0.109039782,0.109039782,0,0,0.036697248,0,0.110091743,0,0.036697248,0,1438.3636363636363,50.90909090909091,0.5681818181818182,53.63636363636363,56.857142857142854,20,2,,75,64,,3.375,17,29.5,9,,487.8350226
Kamabare,98,474,4,4,3,0,0,0,0,0,0,0,0.020408163,0,0,0.040816327,0.020408163,0.5,0.5,0.020408163,0.040816327,0,0.040816327,0.040816327,0.120378332,0.120378332,0.120378332,0,0.120378332,0.120378332,0,0,0.040816327,0,0.12244898,0,0.040816327,0,562.0833333333334,34.916666666666664,0.5023333333333334,77.5,76.25,,,,,50,,3.25,,37.142857142857146,81.11111111111111,,744.4453583826087
Kamuhozi,104,512,0.931343284,0.931343284,0,0,0,0.931343284,0,0,0,0,0.014925373,0,0,0.029850746,0,0,0,0.029850746,0.029850746,0,0.029850746,0.029850746,0.103384126,0.103384126,0.103384126,0,0.103384126,0.103384126,0,0,0.029850746,0.103384126,0,0,0,0,1138.99,54.7,1.54,42.5,111.66666666666667,,0.5,150,135,,,10,,103.6,60,,621.018018
Kanganga,59,284,0.655555556,0.655555556,0.437037037,0,0,0,0,0,0,0,0.024691358,0,0,0.049382716,0,0.364197531,0.364197531,0.049382716,0.049382716,0,0.049382716,0.049382716,0.112431432,0.112431432,0.112431432,0,0.112431432,0.112431432,0,0,0.049382716,0,0.12345679,0,0.049382716,0,922,66.33333333333333,2.2305555555555556,36.111111111111114,85.75,,2.5,,,,,6.833333333333333,,58.333333333333336,47,,1205.718243
Kangyeyo,129,636,3.991160221,3.991160221,2.993370166,0,0,0,0,0,0,0,0.011049724,0,0,0.022099448,0.005524862,0.356353591,0.356353591,0.022099448,0.022099448,0,0.022099448,0.022099448,0.099540109,0.099540109,0.099540109,0,0.099540109,0.099540109,0,0,0.022099448,0.099447514,0.099447514,0,0.022099448,0,1341.5833333333333,49.916666666666664,2.9575,44.166666666666664,375,,,,1300,,,,,66,87.5,,943.2353215
Kanoni,110,556,3.989333333,3.989333333,3.989333333,0,0,0,0,0,0,0,0.013333333,0,0,0.026666667,0.006666667,0.366666667,0.366666667,0.026666667,0.026666667,0,0.026666667,0.026666667,0.091153926,0.091153926,0.091153926,0,0.091153926,0.091153926,0,0,0.026666667,0.093333333,0.093333333,0,0.026666667,0,1354.4166666666667,48.25,5.497916666666666,77.5,446.5,,11,,1300,,,,,20,12.5,,729.9027026733332
Kanyabutaye,58,287,4,3,0,0,0,4,0,0,0,0,20,0,0,0.5,0,0,0,0,0,0,0.068965517,0.068965517,0.140350877,0.140350877,0.140350877,0,0.140350877,0,0,0,0.034482759,0,0.187134503,0,0.034482759,0,842.775,42.583333333333336,1.3150000000000002,57.5,171.28571428571428,,,,76.66666666666667,,,19.333333333333332,,40,5,,654.2563208516128
Kanyankwanzi,61,315,3.985333333,0,3.985333333,0,0,0,3.985333333,0,0,0,0.022222222,0,0,0.044444444,0,0.338888889,0.338888889,0.133333333,0.533333333,0,0.177777778,0.177777778,0.110297441,0.110297441,0.110297441,0,0.110297441,0.110297441,0,0,0.044444444,0,0.110297441,0,0,0.220594883,2050.4,40.833333333333336,1.21875,92.08333333333333,188.6,9.1,,175,,,,7.375,,21,,,573.0216216
Karokarungi,56,269,4,3,0,0,0,3,0,0,0,0,0.035714286,0,0,0.071428571,0.035714286,0.5,0.5,0.035714286,0.071428571,0,0.071428571,0.071428571,0.168954593,0.168954593,0.168954593,0,0.168954593,0.105596621,0,0,0.071428571,0,0.178571429,0,0.071428571,0,570.1666666666666,42,1.6025,43.333333333333336,80,,0,,,,,,40,0,,,545.3036566117647
Karondo,196,964,1.008,0,1.008,0,0,0,1.008,0,0,0,0.007142857,0,0,0.014285714,0,0.35,0.333928571,0.042857143,0.171428571,0.007142857,0.057142857,0.057142857,0.106666667,0.106666667,0.106666667,0,0.106666667,0.106666667,0,0,0.014285714,0,0.106666667,0,0,0.177777778,2004.9363636363635,40.63636363636363,0.7085909090909092,52.81818181818182,98,,,,,,,5,,23.333333333333332,,,773.7944307939393
Karukare,65,313,0.544186047,0.544186047,0.362790698,0,0,0,0,0,0,0,0.023255814,0,0,0.046511628,0,0.377906977,0.377906977,0.046511628,0.046511628,0,0.046511628,0.046511628,0.116663675,0.116663675,0.116663675,0,0.116663675,0.116663675,0,0,0.046511628,0,0.11627907,0,0.046511628,0,916.2727272727273,47.45454545454545,1.2954545454545454,45.45454545454545,150,,,,,,,3,,74.44444444444444,155,,390.96193693541665
Karukonjo,102,502,0.886956522,0.886956522,0,0,0,0.886956522,0,0,0,0,0.014492754,0,0,0.028985507,0,0,0,0.028985507,0.028985507,0,0.028985507,0.028985507,0.098456956,0.098456956,0.098456956,0,0.098456956,0.098456956,0,0,0.028985507,0.098456956,0,0,0,0,1526.5166666666667,51.416666666666664,1.3458333333333332,48.333333333333336,135,,3.75,,60,,,15,,114.71428571428571,30,,627.6362612624999
Kashambya,73,355,4,4,2,0,0,0,0,0,0,0,0.02739726,0,0,0.054794521,0.02739726,0.5,0.5,0.02739726,0.054794521,0,0.054794521,0.054794521,0.166865316,0.166865316,0.166865316,0,0.166865316,0.119189511,0,0,0.054794521,0.109589041,0.164383562,0,0.054794521,0,1147.3333333333333,51.083333333333336,1.3666666666666665,75.83333333333333,102.14285714285714,,20,,,,,2,,70,236.66666666666666,,696.3688688518519
Kashambya_Mugyera,177,870,3.004883721,0,3.004883721,0,0,0,3.004883721,0,0,0,0.007751938,0,0,0.015503876,0,0,0,0.046511628,0.186046512,0,0.062015504,0.062015504,0.091717448,0.091717448,0.091717448,0,0.091717448,0.091717448,0,0,0.015503876,0,0.091717448,0,0,0.183434896,2032.9499999999998,48.875,2.55,50,196.66666666666666,13,,,,,,7.4,,10,,,429.65696466076923
Kashasha_Ikumba,187,915,0.942362205,0,0.942362205,0,0,0,0.942362205,0,0,0,0.007874016,0,0,0.015748031,0,0.368110236,0.368110236,0.047244094,0.188976378,0,0.062992126,0.062992126,0.112185977,0.112185977,0.112185977,0,0.112185977,0.112185977,0,0,0.015748031,0,0.112185977,0,0,0.186976628,1977.65,47.3,1.04,61.5,107.44444444444444,12.666666666666666,,,,,,5.1875,,26.666666666666668,,,713.2235872212121
Kataburaza,96,480,3.985454545,3.985454545,2.989090909,0,0,0,0,0,0,0,0.015151515,0,0,0.03030303,0.007575758,0.363636364,0.363636364,0.03030303,0.03030303,0,0.03030303,0.03030303,0.101574403,0.101574403,0.101574403,0,0.101574403,0.101574403,0,0,0.03030303,0.106060606,0.106060606,0,0.03030303,0,1343.7272727272727,49.63636363636363,1.945681818181818,16.636363636363637,190.2,,11,,1300,,,19.333333333333332,,14.666666666666666,28.333333333333332,,855.3086486
Katembe,59,291,5,4,3,0,0,0,0,0,0,0,0.033898305,0,0,0.06779661,0.016949153,0.25,0.25,0.06779661,0.06779661,0,0.06779661,0.06779661,0.185430464,0.169491525,0.185430464,0,0.169491525,0,0,0,0,0,0.169491525,0,0.06779661,0,1324.25,56.75,1.1445833333333333,20.916666666666668,289.7142857142857,,,,1300,130,,8.25,,96.25,70.83333333333333,,735.0467342458334
Katojo,348,1714,1.249551167,0,1.249551167,0,0,0,1.249551167,0,0,0,0.003590664,0,0,0.007181329,0,0.312387792,0.312387792,0.021543986,0.086175943,0,0.028725314,0.028725314,0.095203898,0.095203898,0.095203898,0,0.095203898,0.095203898,0,0,0.007181329,0,0.095203898,0,0,0.158673164,1798.9181818181817,43.90909090909091,0.3181818181818182,42.27272727272727,152,84,,,,,,10,,12.5,,,678.7385586
Katungu,186,931,1.088780488,1.088780488,0,0,0,1.088780488,0,0,0,0,0.024390244,0,0,0.048780488,0,0,0,0.048780488,0.048780488,0.048780488,0.048780488,0.048780488,0.302151261,0.302151261,0.302151261,0,0.302151261,0.302151261,0,0,0.048780488,0.302151261,0,0,0,0,1844.7400000000002,55.4,1.7600000000000002,109.5,75,,,,,,,3,,156.1,101.66666666666667,,765.2325450166667
Kazahi,90,450,3.965625,3.965625,3.965625,0,0,0,0,0,0,0,0.015625,0,0,0.03125,0.0078125,0.3515625,0.3515625,0.03125,0.03125,0,0.03125,0.03125,0.087399006,0.087399006,0.087399006,0,0.087399006,0.087399006,0,0,0.03125,0.09375,0.09375,0,0.03125,0,1553.909090909091,47.63636363636363,1.6159090909090912,39.54545454545455,327.5,,8,,1300,,,3,,117.5,129,,770.3724012576923
Kazindiro_Nangara,128,644,3.997433155,0,3.997433155,0,0,0,3.997433155,0,0,0,0.010695187,0,0,0.021390374,0,0.342245989,0.342245989,0.064171123,0.256684492,0,0.085561497,0.085561497,0.11139007,0.11139007,0.11139007,0,0.11139007,0.11139007,0,0,0.021390374,0,0.11139007,0,0,0.222780139,1940.0249999999999,52.666666666666664,1.39625,43.166666666666664,122.66666666666667,5.75,,,,,,8.5,,10,,,664.4001743774194
Kengyeya,135,656,4,3,0,0,0,3,0,0,0,0,0.014814815,0,0,0.02962963,0.014814815,0.5,0.5,0.014814815,0.02962963,0,0.02962963,0.02962963,0.168954593,0.168954593,0.168954593,0,0.168954593,0.105596621,0,0,0.02962963,0,0.162962963,0,0.02962963,0,0,51.333333333333336,1.5854166666666665,43.333333333333336,220,,4,,,,,6,,0,,,550.6576576900001
Kibeho,87,426,0.53015625,0.53015625,0,0,0,0.53015625,0,0,0,0,0.015625,0,0,0.03125,0,0,0,0.03125,0.03125,0,0.03125,0.03125,0.090538773,0.090538773,0.090538773,0,0.090538773,0.090538773,0,0,0.03125,0.090538773,0,0,0,0,1807.6833333333334,51.916666666666664,1.175,32.5,140,,,,,,,,,56.6,100,,697.9976658363637
Kibishamwika,74,364,4,4,3,0,0,0,0,0,0,0,0.027027027,0,0,0.054054054,0.027027027,0.5,0.5,0.027027027,0.054054054,0,0.054054054,0.054054054,0.120378332,0.120378332,0.120378332,0,0.120378332,0.120378332,0,0,0.054054054,0,0.108108108,0,0.054054054,0,1251.090909090909,49.27272727272727,1.5727272727272725,75.45454545454545,112.57142857142857,,2,,,,,3,,125,166.66666666666666,,629.0900901083334
Kigarama,67,334,4,3,0,0,0,4,0,0,0,0,20,0,0,0.5,0,0,0,0,0,0,0.059701493,0.059701493,0.140350877,0.140350877,0.140350877,0,0.140350877,0,0,0,0.029850746,0,0.187134503,0,0.029850746,0,1597.2166666666665,47.75,1.06183125,64.16666666666667,97.875,,,,,,,3,,84.22222222222223,67.5,,742.5166666633334
Kigongi,172,870,3.993898305,0,3.993898305,0,0,0,3.993898305,0,0,0,0.008474576,0,0,0.016949153,0,0.36440678,0.36440678,0.050847458,0.203389831,0,0.06779661,0.06779661,0.118602695,0.118602695,0.118602695,0,0.118602695,0.118602695,0,0,0.016949153,0,0.118602695,0,0,0.237205389,1910.6200000000001,51.5,1.3880000000000001,72,114,6,,,,,,3.8,,13,,,733.1855855333334
Kigoyi,61,304,0.469230769,0.469230769,0,0,0,0.469230769,0,0,0,0,0.025641026,0,0,0.051282051,0,0.391025641,0.391025641,0,0.051282051,0,0.051282051,0.051282051,0.101962358,0.101962358,0.101962358,0,0.101962358,0.101962358,0,0,0.051282051,0,0.101962358,0,0,0,1536.8454545454545,54,0.75,33.63636363636363,98.57142857142857,,5.5,,52.5,,,4.375,,80,82,,818.9783783633334
Kihorongwa,65,342,4,0,4,0,0,0,4,0,0,0,0.021978022,0,0,0.043956044,0,0.357142857,0.357142857,0.131868132,0.527472527,0,0.175824176,0.175824176,0.116238521,0.116238521,0.116238521,0,0.116238521,0.116238521,0,0,0.043956044,0,0.116238521,0,0,0.232477043,2007.8999999999999,48.416666666666664,0.19583333333333333,78.08333333333333,141.75,6,,130,,,,45.611111111111114,,40,,,727.3452088136364
Kihumuro,76,368,4,3,3,0,0,0,0,0,0,0,0.026315789,0,0,0.052631579,0.013157895,0.25,0.25,0.052631579,0.052631579,0,0.052631579,0.052631579,0.172711572,0.172711572,0.172711572,0,0.172711572,0,0,0,0,0,0.236842105,0,0.052631579,0,1413.7272727272727,43,1.0909090909090908,22.727272727272727,216.625,,11,28,1300,75,,,,64.66666666666667,86.25,,788.4238328727272
Kiniogo,57,279,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.070175439,0.070175439,0,0.070175439,0.070175439,0.224719101,0.187265918,0,0.187265918,0,0.070175439,0,0,0,0,0,0.105263158,0,0,0,55.083333333333336,0.8250000000000001,14.583333333333334,75.4,,,,60,,,9,,81.42857142857143,75,,666.1486486
Kinisya,103,504,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.038834951,0.038834951,0,0.038834951,0.038834951,0.224719101,0.187265918,0,0.187265918,0,0.038834951,0,0,0,0,0,0.058252427,0,0,1754.8666666666668,39.416666666666664,0.46883333333333327,15.416666666666666,95.28571428571429,,,90,360,,,10.5,,22.75,200,,782.9377559242424
Kirama,96,478,4,4,3,0,0,0,0,0,0,0,0.020833333,0,0,0.041666667,0.020833333,0.5,0.5,0.020833333,0.041666667,0,0.041666667,0.041666667,0.120378332,0.120378332,0.120378332,0,0.120378332,0.120378332,0,0,0.041666667,0,0.125,0,0.041666667,0,613.4545454545455,48.18181818181818,1.3263636363636364,40.90909090909091,133.4,,,,35,110,,4,,25,120,,484.2397179695652
Kishanda,142,711,3.988085106,3.988085106,3.988085106,0,0,0,0,0,0,0,0.010638298,0,0,0.021276596,0.005319149,0.377659574,0.377659574,0.021276596,0.021276596,0,0.021276596,0.021276596,0.09388678,0.09388678,0.09388678,0,0.09388678,0.09388678,0,0,0.021276596,0.095744681,0.095744681,0,0.021276596,0,1361.7857142857142,47.57142857142857,1.8360714285714288,44.642857142857146,424.22222222222223,,,,1300,,,10,,90,66,,762.7688723172413
Kishegyere,244,1219,3.9955,3.9955,3.9955,0,0,0,0,0,0,0,0.00625,0,0,0.0125,0.003125,0.38125,0.38125,0.0125,0.0125,0,0.0125,0.0125,0.094779366,0.094779366,0.094779366,0,0.094779366,0.094779366,0,0,0.0125,0.09375,0.09375,0,0.0125,0,1482,44.916666666666664,1.8666666666666665,48.333333333333336,452,,11,,998.75,,,3,,64,17.5,,917.5155155555556
Kitabugika_Mugyera,127,621,2.995144509,0,2.995144509,0,0,0,2.995144509,0,0,0,0.011560694,0,0,0.023121387,0,0,0,0.069364162,0.277456647,0,0.092485549,0.092485549,0.098142252,0.098142252,0.098142252,0,0.098142252,0.098142252,0,0,0.023121387,0,0.098142252,0,0,0.196284504,2394.3250000000003,50.083333333333336,0.9479166666666666,280.8333333333333,180.375,8,,,,,,35.214285714285715,,10,,,639.7447448
Kitahurira,304,1513,1.293087935,0,1.293087935,0,0,0,1.293087935,0,0,0,0.00408998,0,0,0.008179959,0,0.310838446,0.310838446,0.024539877,0.098159509,0,0.032719836,0.032719836,0.094731717,0.094731717,0.094731717,0,0.094731717,0.094731717,0,0,0.008179959,0,0.094731717,0,0,0.157886195,2121.16,56.6,0.7413000000000001,48.5,135.375,8,,,,,,4.8,,,,,672.5252252566667
Kitebwe,60,295,0.561038961,0.561038961,0,0,0,0.561038961,0,0,0,0,0.025974026,0,0,0.051948052,0,0.38961039,0.38961039,0,0.051948052,0,0.051948052,0.051948052,0.101593322,0.101593322,0.101593322,0,0.101593322,0.101593322,0,0,0.051948052,0,0.101593322,0,0,0,0,50.8,0.6,50.8,88.66666666666667,,,,20,,,,,69.5,75,,682.6839012913043
Kyabukama,65,279,0.627586207,0.627586207,0.418390805,0,0,0,0,0,0,0,0.022988506,0,0,0.045977011,0,0.373563218,0.373563218,0.045977011,0.045977011,0,0.045977011,0.045977011,0.115322713,0.115322713,0.115322713,0,0.115322713,0.115322713,0,0,0.045977011,0,0.114942529,0,0.045977011,0,1597.9166666666667,51.25,0.8708333333333332,49.166666666666664,104.44444444444444,,3.375,,,59,,4.333333333333333,65,22,,,484.99662164499995
Kyandago,77,387,3.992592593,3.992592593,2.994444444,0,0,0,0,0,0,0,0.018518519,0,0,0.037037037,0.009259259,0.356481481,0.356481481,0.037037037,0.037037037,0,0.037037037,0.037037037,0.099575833,0.099575833,0.099575833,0,0.099575833,0.099575833,0,0,0.037037037,0.092592593,0.092592593,0,0.037037037,0,1387.1818181818182,48.81818181818182,1.0954545454545455,31.454545454545453,218.33333333333334,,,,1300,,,3,,62.8,45,,794.4512338434782
Kyemengo,98,479,4,4,2,0,0,0,0,0,0,0,0.020408163,0,0,0.040816327,0.020408163,0.5,0.5,0.020408163,0.040816327,0,0.040816327,0.040816327,0.166865316,0.166865316,0.166865316,0,0.166865316,0.119189511,0,0,0.040816327,0.12244898,0.163265306,0,0.040816327,0,1151.2,40.4,0.77,56,117.5,,,,,,,,,,,,536.4935370304347
Kyeshabo,118,576,4,4,3,0,0,0,0,0,0,0,0.016949153,0,0,0.033898305,0.016949153,0.5,0.5,0.016949153,0.033898305,0,0.033898305,0.033898305,0.120378332,0.120378332,0.120378332,0,0.120378332,0.120378332,0,0,0.033898305,0,0.118644068,0,0.033898305,0,0,38.5,1.0083333333333335,68.33333333333333,59.166666666666664,,,,,67.5,,3,,38,122.5,,890.1225225166667
Mabindi,86,426,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.046511628,0.046511628,0,0.046511628,0.046511628,0.224719101,0.187265918,0,0.187265918,0,0.046511628,0,0,0,0,0,0.069767442,0,0,2002.7666666666667,44.083333333333336,1.28,46.666666666666664,94.11111111111111,,,46.5,,,,2,,129,5.5,,618.8778778925926
Mayanja,193,954,4.005112782,4.005112782,4.005112782,0,0,0,0,0,0,0,0.007518797,0,0,0.015037594,0.003759398,0.362781955,0.362781955,0.015037594,0.015037594,0,0.015037594,0.015037594,0.09018818,0.09018818,0.09018818,0,0.09018818,0.09018818,0,0,0.015037594,0.090225564,0.090225564,0,0.015037594,0,1398,50.333333333333336,1.9458333333333335,42.583333333333336,295.55555555555554,,11,,1300,,,,,28.4,33.333333333333336,,759.2722722703703
Mirindi,140,706,4.008121827,0,4.008121827,0,0,0,4.008121827,0,0,0,0.010152284,0,0,0.020304569,0,0.355329949,0.355329949,0.060913706,0.243654822,0,0.081218274,0.081218274,0.115648478,0.115648478,0.115648478,0,0.115648478,0.115648478,0,0,0.020304569,0,0.115648478,0,0,0.231296956,1905.7083333333333,45.833333333333336,1.0958333333333334,50.833333333333336,135.7,77.625,,150,,,,3.4166666666666665,,26,,,632.0681786160869
Mugina,63,306,4,0,0,0,0,4,0,0,0,0,0.031746032,0,0,0.063492063,0,0,0,0.063492063,0.063492063,0.063492063,0.063492063,0.063492063,0.18785356,0.18785356,0.18785356,0,0.18785356,0,0,0,0.031746032,0,0,0,0,0,1718.8500000000001,51.666666666666664,1.3958333333333333,22.916666666666668,213.75,,,20,,,,,,64.54545454545455,3,,603.4182754380953
Murandi,160,817,3.002843602,0,3.002843602,0,0,0,3.002843602,0,0,0,0.009478673,0,0,0.018957346,0,0,0,0.056872038,0.227488152,0,0.075829384,0.075829384,0.101376182,0.101376182,0.101376182,0,0.101376182,0.101376182,0,0,0.018957346,0,0.101376182,0,0,0.202752363,1989.69,45.9,0.9800000000000001,42.5,90.71428571428571,,,110,,,,6.9,,12.5,,,641.8409909733333
